primary_type,subtype,lat,lon,name,amenity,addr:housenumber,school,addr:city,addr:street,addr:postcode,addr:country,name:zh
education,school,1.3159522,103.7833539,Henry Park Primary School,school,1,primary,Singapore,Holland Grove Road,278790,SG,恒力小学
education,school,1.3666728,103.892935,Holy Innocents' Primary School,school,5,primary,Singapore,Lorong Low Koon,536451,SG,圣婴小学
education,school,1.3638086,103.7433595,,school,1,primary,Singapore,Bukit Batok West Avenue 2,659203,SG,
education,school,1.3216532,103.856712,Hong Wen School,school,30,primary,Singapore,Towner Road,327829,SG,宏文学校
education,school,1.3400891,103.8388411,Marymount Convent School,school,20,primary,Singapore,Marymount Road,297754,SG,玛丽蒙女校
education,school,1.3835691,103.8952896,North Vista Primary School,school,20,primary,Singapore,Compassvale Link,544974,SG,远景小学
education,school,1.3195253,103.9243393,Opera Estate Primary School,school,48,primary,Singapore,Fidelio Street,458436,SG,奥匹拉小学
education,school,1.3850407,103.8910031,Palm View Primary School,school,150,primary,Singapore,Compassvale Bow,544822,SG,
education,school,1.3601317,103.8545309,Pathlight School Autism Resource Centre (Singapore),school,5,,Singapore,Ang Mo Kio Avenue 10,569739,,
education,school,1.3511194,103.8844031,Paya Lebar Methodist Girls' Primary School,school,298,primary,Singapore,Lorong Ah Soo,536741,SG,巴耶利峇美以美女子小学
education,school,1.3491628,103.8860847,Paya Lebar Methodist Girls' Secondary School,school,296,secondary,Singapore,Lor Ah Soo,536742,SG,巴耶礼峇美以美女校(中学)
education,school,1.3386754,103.7762823,Pei Hwa Presbyterian Primary School,school,7,primary,Singapore,Pei Wah Avenue,597610,SG,培华长老会小学
education,school,1.3582379,103.8705182,Peicai Secondary School,school,10,secondary,Singapore,Serangoon Avenue 4,556094,SG,培才中学
education,school,1.4013671,103.8978011,Punggol Green Primary School,school,98,primary,Singapore,Punggol Walk,828772,SG,培林小学
education,school,1.3467485,103.9480443,Qiaonan Primary School,school,15,primary,Singapore,Tampines Street 11,529454,SG,侨南小学
education,school,1.3132087,103.7561065,Qifa Primary School,school,50,primary,Singapore,West Coast Avenue,128104,SG,启发小学
education,school,1.3734431,103.8736707,Rosyth School,school,21,primary,Singapore,Serangoon North Avenue 4,555855,SG,乐赛学校
education,school,1.3820945,103.7548466,Former South View Primary School,school,38,primary,Singapore,Teck Whye Crescent,688945,SG,南山小学
education,school,1.3317779,103.8657385,St. Andrew's Junior School,school,2,primary,Singapore,Francis Thomas Drive,359337,SG,圣安德烈小学
education,school,1.3317779,103.8657385,St. Andrew's Secondary School,school,15,secondary,Singapore,Francis Thomas Drive,359342,SG,圣安德烈中学
education,school,1.3248179,103.9382695,,school,860,,Singapore,New Upper Changi Road,467353,SG,
education,school,1.3039642,103.8463239,St. Margaret's Primary School,school,99,primary,Singapore,Wilkie Road,228091,SG,圣玛格烈小学
education,school,1.3190138,103.9167892,St. Stephen's School,school,20,primary,Singapore,Siglap View,455789,SG,聖斯德望学校
education,school,1.3499422,103.9430612,Tampines Secondary School,school,252,secondary,Singapore,Tampines Street 12,529427,SG,淡滨尼中学
education,school,1.3230137,103.9253618,,school,2,primary,Singapore,Bedok South Road,469268,SG,
education,school,1.3595924,103.8696135,Zhonghua Primary School,school,12,primary,Singapore,Serangoon Avenue 4,556095,SG,中华小学
education,school,1.3372378,103.7675833,,school,2,,,Toh Tuck Terrace,,,
education,school,1.3498845,103.9359601,St. Hilda's Secondary School,school,2,secondary,Singapore,Tampines Street 82,528986,SG,圣希尔达中学
education,school,1.3701122,103.8683186,Lycée Français de Singapour,school,3000,,,Ang Mo Kio Avenue 3,569928,,
education,school,1.3689261,103.8682856,Serangoon Garden Secondary School,school,21,secondary,Singapore,Serangoon North Avenue 1,555889,SG,实勤中学
education,school,1.3879992,103.9896586,Singapore Aviation Academy,school,,,,,,,
education,school,1.3152561,103.9060608,Al-Khairiah Islamic School,school,152,,Singapore,Still Road,423991,SG,
education,school,1.3703728,103.7673479,Assumption Pathway School,school,30,secondary,Singapore,Cashew Road,679697,SG,圣升明径学校
education,school,1.3415357,103.8817256,Bartley Secondary School,school,10,secondary,Singapore,Jalan Bunga Rampai,538403,SG,巴特礼中学
education,school,1.3329599,103.9213412,Bedok Town Secondary School,school,232,secondary,Singapore,Bedok North Street 3,469626,SG,务乐中学
education,school,1.3715076,103.8768186,Bowen Secondary School,school,2,secondary,Singapore,Lorong Napiri,547529,SG,博文中学
education,school,1.3324968,103.8416809,CHIJ (Toa Payoh) Secondary School,school,626,secondary,Singapore,Lorong 1 Toa Payoh,319764,SG,圣婴女子中学(大巴窑)
education,school,1.3757711,103.763208,Fajar Secondary School,school,31,secondary,Singapore,Gangsa Road,678972,SG,励进中学
education,school,1.3534159,103.7520843,Hillgrove Secondary School,school,10,secondary,Singapore,Bukit Batok Street 52,659250,SG,育林中学
education,school,1.3496671,103.8539728,Kuo Chuan Presbyterian Primary School,school,8,primary,Singapore,Bishan Street 13,579793,SG,国专长老会小学
education,school,1.3550502,103.9556993,Ngee Ann Secondary School,school,1,secondary,Singapore,Tampines Street 32,529283,SG,義安中学
education,school,1.3748811,103.9009564,Serangoon Secondary School,school,11,secondary,Singapore,Upper Serangoon View,534237,SG,实仁中学
education,school,1.3341953,103.94148,St Anthony's Canossian Secondary School,school,1600,secondary,Singapore,Bedok North Avenue 4,469700,SG,圣安东尼女校(中学)
education,school,1.3474501,103.8766795,St. Gabriel's Secondary School,school,24,secondary,Singapore,Serangoon Avenue 1,556140,SG,圣加俾尔中学
education,school,1.3886095,103.7589649,West Spring Secondary School,school,61,secondary,Singapore,Senja Road,677737,SG,伟源中学
education,school,1.3244793,103.8700178,Singapore Examinations and Assessment Board,school,3,,Singapore,Geylang Bahru Lane,339626,SG,
education,school,1.3920931,103.9103224,Global Indian International School,school,27,,Singapore,Punggol Field Walk,828649,,
education,school,1.3548291,103.8844295,DPS International School,school,,,,,,,
education,school,1.3510904,103.7293981,Jurongville Secondary School,school,202,secondary,Singapore,Jurong East Avenue 1,609790,SG,裕廊景中学
education,school,1.3367248,103.8955716,,school,205,,Singapore,Ubi Avenue 4,408805,SG,
education,school,1.3268016,103.9130161,Minds - Towner Gardens School,school,,,,,,,
education,school,1.3157457,103.9204224,Global Indian International School,school,,,,,,,
education,school,1.3617405,103.7685058,Methodist School of Music,school,,,,,,,
education,school,1.3743473,103.7501329,Delta Senior School,school,,,,,,,
education,school,1.3069435,103.7786507,Dover Court International School,school,301,,Singapore,Dover Road,,,
education,school,1.2987861,103.8157671,Avondale Grammar School,school,,,,,,,
education,school,1.3461102,103.7899422,Singapore Korean International School,school,71,,Singapore,Bukit Tinggi Road,289759,SG,
education,school,1.3461102,103.7899422,Hollandse School Singapore,school,,,,,,,
education,school,1.3368348,103.8681612,Stamford American International School,school,,,,,,,
education,school,1.3190663,103.8545403,Northlight School,school,151,,Singapore,Towner Road,327830,,
education,school,1.3610988,103.9648364,Amar Kids,school,,,,,,,
education,school,1.3806636,103.9405945,Overseas Family School,school,,,,Pasir Ris Drive 3,,,
education,school,1.2885059,103.8050912,Kent Ridge Tutors / Global Art,school,B1-38/39,,,,,,
education,school,1.345189,103.7903109,Institition of Engineers,school,,,,Bukit Tinggi Road,,,
education,school,1.3526437,103.7390893,Dulwich College,school,71,,Singapore,Bukit Batok West Avenue 8,658966,SG,
education,school,1.3512594,103.7423295,Eden School,school,101,,Singapore,Bukit Batok West Avenue 3,659168,SG,
education,school,1.4728134,103.6634738,SMK Bukit Indah 2,school,,,,,,,
education,school,1.3448621,103.840106,Raffles Institution,school,1,,Singapore,Raffles Institution Lane,575954,,
education,school,1.3077213,103.879188,,school,,,,,,,
education,school,1.3773397,103.9579974,Jeet's School,school,,,,,,,
education,school,1.4153075,103.9055594,St. Francis Xavier Major Seminary,school,199,,,Ponggol Seventeenth Avenue,829645,SG,
education,school,1.4746842,103.7504807,Sekolah Kebangsaan (P) Sultan Ibrahim,school,,,,,,,
education,school,1.4728236,103.7511053,Sekolah Menengah Kebangsaan (P) Sultan Ibrahim,school,,,,,,,
education,school,1.300019,103.8822605,,school,,,,,,,
education,school,1.3163183,103.8741704,,,,,,,,,
education,school,1.4043278,103.9101673,Oasis Primary School,school,71,,Singapore,Edgefield Plains,828716,,
education,school,1.3984962,103.918646,Waterway Primary School,school,70,,Singapore,Punggol Drive,828802,,
education,school,1.3621947,103.8824986,Dimensions,school,,,,,,,
education,school,1.3166571,103.9181045,Bethesda Kindergarten,school,,,,Frankel Avenue,,,
education,school,1.3168586,103.918292,Bethesda Kindergarten,school,,,,Frankel Avenue,,,
education,school,1.3045674,103.81195,St. James Kindergarten,school,19,,,Harding Road,,,
education,school,1.2927098,103.7671732,Genesis School,school,,,,West Coast Road,,,
education,school,1.3145714,103.8588163,Uma Pulavar Tamil Language Centre,language_school,,,,Beatty Road,,,
education,school,1.362766,103.88727,Pat's Schoolhouse,school,2C,,,Lim Ah Pin Road,,,
education,school,1.4250196,103.8497614,XCL World Academy,school,2,,Singapore,Yishun Street 42,769039,,
education,school,1.3939285,103.6361924,Sunway International School,school,,,Medini,Jalan Persiaran Medini 3,79250,,双威国际学校
education,school,1.3093165,103.9138752,Nafa Arts Kindergarten,school,,,,,,,
education,school,1.3119406,103.9294315,St Andrew's Autism School,school,,,,,,,
education,school,1.3073476,103.9091768,Odyssey The Global Preschool,school,,,,Still Road South,,,
education,school,1.2998775,103.89298,Brighton Montessori,school,,,,Mounbatten Road,,,
education,school,1.2999457,103.8905833,Montessori for Children,school,,,,Broadrick Road,,,
education,school,1.3048523,103.8973044,Canadian International School,school,,,,Tanjong Katong Road,,,
education,school,1.3382442,103.8410278,Lighthouse School,school,51,,Singapore,Toa Payoh Rise,298106,,
education,school,1.2934283,103.7668945,Eis International Pre-School,school,,,,West Coast Road,,,
education,school,1.3361832,103.7960278,Blue House International school,school,,,,Turf Club Road,,,
education,school,1.2886445,103.8254351,Tiong Bahru Examinations Centre,school,8,,Singapore,Lower Delta Road,,,
education,school,1.4772817,103.7723896,Sekolah Menengah Kebangsaan Taman Pelangi,school,,,Johor Bahru,Jalan Ungu,80400,,
education,school,1.4692882,103.9053855,Sekolah Menegah Pasir Gudang (1),school,,,,,,,
education,school,1.4361916,103.9300579,Sekolah Kebangsaan Pasir Putih,school,,,Pasir Gudang,Jalan Pangkalan 13,,,
education,school,1.4361657,103.9323897,Sekolah Agama Kg Pasir Putih,school,,,,,,,
education,school,1.4066372,103.9049129,my first skool EYC,school,2,,Singapore,Punggol Drive,,,
education,school,1.3692654,103.7655765,Assumption English School,school,,,,,,,
education,school,1.3980961,103.8808523,Fern Green Primary School,school,,,,,,,
education,school,1.3788871,103.8807268,Hougang Primary School,school,1,,Singapore,Hougang Street 93,534238,,
education,school,1.4598435,103.6446574,"SJK (C) Ming Chih , Horizons Hills 浩然山庄明智华小",school,,,,Horizon Hills,,,浩然山庄明智华小
education,school,1.4077256,103.8979307,Yusof Ishak Secondary School,school,8,,Singapore,Sumang Walk,828676,,
education,school,1.4239213,103.6418653,SK Medini,school,,,,,,,
education,school,1.3416834,103.8435188,Raffles Girls' School (Secondary),school,2,,Singapore,Braddell Rise,318871,,莱佛士女中
education,school,1.4186444,103.9055533,Northshore Primary School,school,30,,Singapore,Northshore Drive,828671,,
education,school,1.3214328,103.8797793,Nexus International School (Singapore),school,1,,Singapore,Aljunied Walk,387293,,
education,school,1.4012253,103.9104864,PCF Sparkletots Preschool @ Punggol North,school,50,,Singapore,Edgefield Plains,828717,,
education,school,1.3730884,103.8823612,,school,,,,,,,
education,school,1.4124481,103.898688,Punggol Cove Primary School,school,52,,Singapore,Sumang Walk,828674,,
education,school,1.4336038,103.6490616,Raffles American International School,school,,,,Jalan Raffles,79050,MY,
education,school,1.3217098,103.8411149,,school,299,,Singapore,Thomson Road,,SG,
education,school,1.3396856,103.6869679,Juying Secondary School,school,,,,,,,
education,school,1.2863777,103.814669,Class Room 3,school,,,,,,,
education,school,1.4659583,103.7578574,Sekolah Kebangsaan (P) Bandar Tinggi,school,,,Johor Bahru,Jalan Abdul Rahman Andak,80100,,
education,school,1.4665374,103.7590134,Sekolah Jenis Kebangsaan (C) St. Joseph dan Sekolah Kebangsaan St. Joseph,school,,,Johor Bahru,Jalan Abdul Rahman Andak,80100,,若瑟华小和若瑟国小
education,school,1.4659248,103.7551591,SK & SMK Infant Jesus Convent,school,,,Johor Bahru,Jalan Yahya Awal,80100,,
education,school,1.4659781,103.7565922,Sekolah Sri Johor Bahru,school,,,Johor Bahru,Jalan Abdul Rahman Andak,80100,,
education,school,1.4665101,103.7571657,Sekolah Sri Johor Bahru,school,,,Johor Bahru,Jalan Abdul Rahman Andak,80100,,
education,school,1.4675188,103.7377502,Sekolah Kebangsaan Nong Chik,school,,,Johor Bahru,Jalan Nong Chik,80100,,
education,school,1.4657934,103.7398303,SKPK Princess Elizabeth,school,,,Johor Bahru,Jalan Sri Mahligai,80100,,
education,school,1.4647611,103.7386313,Maktab Sultan Abu Bakar,school,,,Johor Bahru,Jalan Sungai Chat,80100,,
education,school,1.4669651,103.7413135,Sekolah Menengah Kebangsaan Sultanah Engku Tun Aminah,school,,,Johor Bahru,Jalan Thompson,80100,,
education,school,1.4785404,103.7428665,Sekolah Menengah Kebangsaan Mohd Khalid,school,,,Johor Bahru,Jalan Abdul Samad,80100,,
education,school,1.4766594,103.7449629,Sekolah Menengah Kebangsaan Aminuddin Baki,school,,,Johor Bahru,Jalan Abdul Samad,80100,,
education,school,1.4798971,103.745935,SMK Sultan Ismail,school,,,Johor Bahru,Jalan Abdul Samad,80100,,
education,school,1.4728426,103.7649505,Sekolah Menengah Kebangsaan Dato Jaafar,school,,,Johor Bahru,Jalan Yahya Al-Datar,80300,,
education,school,1.4701217,103.7778003,Sekolah Menengah Foon Yew,school,59,,Johor Bahru,Jalan Ibrahim Sultan,80300,MY,宽柔中学
education,school,1.3062346,103.8899755,EtonHouse International School,school,,,,,,,
education,school,1.2864126,103.8146692,Class Room 2,school,,,,,,,
education,school,1.2864121,103.814743,Class Room 1,school,,,,,,,
education,school,1.3657096,103.772314,German European School Singapore (Dairy Farm Campus),school,2,,Singapore,Dairy Farm Lane,677621,,
education,school,1.4592234,103.9373028,SMK Tanjung Puteri Resort,school,,,,,,,
education,school,1.4699881,103.9410624,Sekolah Agama Taman Pasir Putih,school,,,Pasir Gudang,,81700,,
education,school,1.4752957,103.9367444,SK Taman Pasir Puteh,school,,,,,,,
education,school,1.479036,103.9557523,,school,,,,,,,
education,school,1.33786,103.8547622,Madrasah Al-Arabiah Al-Islamiah,school,,,,,,,
education,school,1.3154101,103.8902928,Madrasah Al-Ma'arif Al-Islamiah,school,,,,,,,
education,school,1.3173805,103.8909501,Madrasah Wak Tanjong Al Islamiah,school,,,,,,,
education,school,1.4740913,103.9364613,SMK Pasir Putih,school,,,Pasir Gudang,Jalan Selasih 2,81700,,
education,school,1.4766868,103.6937299,SK Taman Sutera,school,,,,,,,
education,school,1.4702657,103.8915114,SK Pasir Gudang 4,school,,,,,,,
education,school,1.4637858,103.9129433,,school,,,,,,,
education,school,1.4594628,103.9149008,,school,,,,,,,
education,school,1.4720491,103.8942622,,school,,,,,,,
education,school,1.3269927,103.8808065,Canossian School,school,1,,Singapore,Sallim Road,387621,,
education,school,1.3296173,103.7246741,Yuvabharathi International School,school,3,,Singapore,Hu Ching Road,619651,,
education,school,1.3441242,103.7499357,SHATEC,school,,,,,,,
education,school,1.4627413,103.7580442,SK Ayer Molek,school,,,,,,,
education,school,1.4534163,103.6966252,SK Sungai Melayu,school,,,,,,,
education,school,1.4312549,103.6645722,SK Sikijang,school,,,,,,,
education,school,1.3750821,103.6277193,SK Pendas Laut,school,,,,,,,
education,school,1.3598515,103.6125406,SK Tg Kupang,school,,,,,,,
education,school,1.4677239,103.6910194,SK Sungai Danga,school,,,,,,,
education,school,1.4666112,103.7382987,Sekolah Rendah Islam Al-Akhyar,school,,,,,,,
education,school,1.4725292,103.6737679,SK Taman Perling 3,school,,,,,,,
education,school,1.4709415,103.7540889,SK Ngee Heng,school,,,,,,,
education,school,1.473159,103.7488935,SK (P) Jalan Yahya Awal,school,,,,,,,
education,school,1.3567725,103.8777772,Hillside World Academy,school,,,,Hillside Drive,,,
education,school,1.4783529,103.6714024,SMK Dato' Usman Awang,school,,,,,,,
education,school,1.3324123,103.8001013,NYGH Boarding School,school,21,,Singapore,Linden Drive,288735,,
education,school,1.3090335,103.8365876,Ministry Of Education Language Centre (Newton),school,,,,,,,
education,school,1.4368548,103.8242889,Sir Manasseh Meyer International School,school,3,,Singapore,Jalan Ulu Sembawang,758932,,
education,school,1.3964759,103.7514912,,,,,,,,,
education,school,1.3973024,103.7501971,,,,,,,,,
education,school,1.3966213,103.7520121,,,,,,,,,
education,school,1.4739498,103.6650103,,school,,,,,,,
education,school,1.3445703,103.7269109,,,,,,,,,
education,school,1.3465151,103.7257572,,,,,,,,,
education,school,1.3445903,103.7268085,,,,,,,,,
education,school,1.3466805,103.725955,,,,,,,,,
education,school,1.3465403,103.7257926,,,,,,,,,
education,school,1.3311975,103.8644527,St. Andrew's Village,school,,,,,,,
education,school,1.3714023,103.866786,Lycée Français de Singapour,school,3000,,,Ang Mo Kio Avenue 3,569928,,
education,school,1.3950776,103.6311747,SJK (C) Cheah Fah,school,,,,,,,谢华华小
education,school,1.3165855,103.8737802,,,,,,,,,
education,school,1.4484009,103.6432171,Invictus International School,school,3,,Puteri Johor,Jalan Persiaran Selatan,79100,MY,
education,school,1.281972,103.8088936,North London Collegiate School (NLCS Singapore),school,130,,Singapore,Depot Road,109708,,
education,school,1.3996015,103.9141814,,school,,,,,,,
