primary_type,subtype,lat,lon,name,amenity,addr:housenumber,school,addr:city,addr:street,addr:postcode,addr:country,name:zh
education,school,1.4419554,103.7929442,Evergreen Secondary School,school,11,secondary,Singapore,Woodlands Street 83,738489,SG,永青中学
education,school,1.3524482,103.7075685,Corporation Primary School,school,31,primary,Singapore,Jurong West Street 24,648347,SG,徳行小学
education,school,1.3397903,103.6982179,Jurong West Primary School,school,30,primary,Singapore,Jurong West Street 61,609476,SG,裕廊西小学
education,school,1.3395669,103.687548,Juying Primary School,school,31,,Singapore,Jurong West Street 91,649037,SG,聚英小学
education,school,1.3104691,103.7742824,New Town Secondary School,school,1020,secondary,Singapore,Dover Road,139657,SG,光伟中学
education,school,1.353669,103.7270623,Hong Kah Secondary School,school,931,secondary,Singapore,Jurong West Street 42,649370,SG,丰嘉中学
education,school,1.3458868,103.7217267,Yuhua Secondary School,school,5,,Singapore,Jurong West Street 41,649410,SG,
education,school,1.3477662,103.7207546,Shuqun Primary School,school,8,primary,Singapore,Jurong West Street 51,649332,SG,树群小学
education,school,1.3487313,103.6937607,One World International School,school,21,,Singapore,Jurong West Street 81,649075,SG,
education,school,1.3532309,103.7006913,Westwood Secondary School,school,11,secondary,Singapore,Jurong West Street 25,648350,SG,维林中学
education,school,1.3495755,103.7330215,Jurong Primary School,school,320,primary,Singapore,Jurong East Street 32,609476,SG,裕廊小学
education,school,1.3473451,103.7178306,Rulang Primary School,school,6,primary,Singapore,Jurong West Street 52,649295,SG,孺廊小学
education,school,1.3582443,103.889553,Xinghua Primary School,school,45,primary,Singapore,Hougang Avenue 1,538882,SG,醒华小学
education,school,1.3433418,103.7410319,Yuhua Primary School,school,158,primary,Singapore,Jurong East Street 24,609558,SG,裕华小学
education,school,1.3414806,103.7390902,Shuqun Secondary School,school,450,secondary,Singapore,Jurong East Street 21,609604,SG,树群中学
education,school,1.3242311,103.9512555,Bedok South Secondary School,school,1,secondary,Singapore,Jalan Langgar Bedok,468585,SG,尚义中学
education,school,1.3077714,103.9263701,Victoria School,school,2,secondary,Singapore,Siglap Link,448880,SG,维多利亚学校
education,school,1.286545,103.811826,Bukit Merah Secondary School,school,10,secondary,Singapore,Lengkok Bahru,159050,SG,红山中学
education,school,1.3000677,103.7987907,New Town Primary School,school,300,primary,Singapore,Tanglin Halt Road,148812,SG,光道小学
education,school,1.3256384,103.9426229,Bedok View Secondary School,school,6,secondary,Singapore,Bedok South Avenue 3,469293,SG,务德中学
education,school,1.3408339,103.7183786,Yuan Ching Secondary School,school,103,secondary,Singapore,Yuan Ching Road,618654,SG,毅道中学
education,school,1.3383243,103.7171074,Lakeside Primary School,school,161,primary,Singapore,Corporation Walk,618310,SG,湖滨小学
education,school,1.3193425,103.7447024,Commonwealth Secondary School,school,698,secondary,Singapore,West Coast Road,608784,SG,立才中学
education,school,1.3313155,103.7235867,Jurong Secondary School,school,31,secondary,Singapore,Yuan Ching Road,618652,SG,裕廊中学
education,school,1.3105386,103.7570264,Tanglin Secondary School,school,301,secondary,Singapore,West Coast Road,127391,SG,东林中学
education,school,1.3301383,103.8009952,Nanyang Girls' High School,school,2,secondary,Singapore,Linden Drive,288683,SG,南洋女子中学校
education,school,1.3564241,103.8418256,Whitley Secondary School,school,30,secondary,Singapore,Bishan Street 24,579747,SG,惠厉中学
education,school,1.3024698,103.7719879,Yong Siew Toh Conservatory of Music,music_school,,,,,,,
education,school,1.3243367,103.8595216,Bendemeer Secondary badminton court,school,,,,,,,
education,school,1.3234288,103.9383904,Bedok Green Primary School,school,1,primary,Singapore,Bedok South Avenue 2,469317,SG,育青小学
education,school,1.3659772,103.8324747,,school,2,,Singapore,Sin Ming Walk,575565,SG,
education,school,1.3670727,103.8284614,Peirce Secondary School,school,10,secondary,Singapore,Sin Ming Walk,575566,SG,培雅中学
education,school,1.3601317,103.8545309,Townsville Primary School,school,3,primary,Singapore,Ang Mo Kio Avenue 10,569730,SG,城景小学
education,school,1.3496671,103.8539728,Kuo Chuan Presybterian Secondary School,school,10,secondary,Singapore,Bishan Street 13,579795,SG,国专长老会中学
education,school,1.3488955,103.8690495,Zhonghua Secondary School,school,13,secondary,Singapore,Serangoon Avenue 3,556123,SG,中华中学
education,school,1.4172571,103.8380782,Naval Base Primary School,school,7,primary,,Yishun Avenue 4,769028,SG,军港小学
education,school,1.41712,103.8377564,Orchid Park Secondary School,school,10,secondary,Singapore,Yishun Street 81,768454,SG,兰景中学
education,school,1.4214063,103.8397078,Northland Primary School,school,15,primary,Singapore,Yishun Avenue 4,769026,SG,新华小学
education,school,1.419845,103.8366129,Chung Cheng High School (Yishun),school,11,secondary,Singapore,Yishun Street 61,768547,SG,中正中学 (义顺)
education,school,1.419845,103.8366129,Rainbow Centre - Yishun Park School,school,15,,Singapore,Yishun Street 61,768548,,
education,school,1.4190418,103.8300267,Peiying Primary School,school,651,primary,,Yishun Ring Road,768687,SG,培英小学
education,school,1.4192505,103.8300404,Naval Base Secondary School,school,901,secondary,Singapore,Yishun Ring Road,768689,SG,军港中学
education,school,1.3731823,103.878715,AWWA Sch,school,11,,Singapore,Lor Napiri,547532,SG,
education,school,1.3471722,103.7671475,,school,300,,,Jalan Jurong Kechil,598668,,
education,school,1.3125425,103.7552743,The Japanese Secondary School,school,,,,,,,
education,school,1.335969,103.873885,Cedar Girls' Secondary School,school,1,secondary,Singapore,Cedar Avenue,349692,SG,四德女子中学
education,school,1.3651998,103.7495481,Swiss Cottage Secondary School,school,3,secondary,Singapore,Bukit Batok Street 34,659322,SG,瑞士村中学
education,school,1.3094105,103.8962896,Tanjong Katong Secondary School,school,130,secondary,Singapore,Haig Road,438796,SG,丹绒加东中学
education,school,1.4417767,103.7872193,Qihua Primary School,school,5,primary,Singapore,Woodlands Street 81,738525,SG,启化小学
education,school,1.3991458,103.9134438,Horizon Primary School,school,61,primary,Singapore,Edgedale Plains,828819,SG,励众小学
education,school,1.4275118,103.7753801,Singapore American School,school,,,,Woodlands Ave 1,,,
education,school,1.4449023,103.802665,Admiralty Secondary School,school,31,secondary,Singapore,Woodlands Crescent,737916,SG,美雅中学
education,school,1.3422852,103.8512494,Beatty Secondary School,school,1,secondary,Singapore,Toa Payoh North,318990,SG,培德中学
education,school,1.3457543,103.7910952,Chatsworth International School Singapore (Bukit Timah Campus)),school,72,,Singapore,Bukit Tinggi Road,289760,,
education,school,1.3727736,103.8516192,Jing Shan Primary School,school,5,primary,,Ang Mo Kio Street 52,569228,,静山小学
education,school,1.3760608,103.8510077,Anderson Secondary School,school,10,secondary,Singapore,Ang Mo Kio Street 53,569206,SG,安德逊中学
education,school,1.3655034,103.8520981,Deyi Secondary School,school,1,secondary,Singapore,Ang Mo Kio Street 42,569277,SG,德义中学
education,school,1.4402857,103.8038626,Greenwood Primary School,school,11,primary,Singapore,Woodlands Drive 62,737942,SG,学林小学
education,school,1.4372852,103.8003812,Woodlands Ring Secondary School,school,10,secondary,Singapore,Woodlands Ring Road,738239,SG,辅廉中学
education,school,1.4322643,103.7895566,Woodgrove Primary School,school,2,primary,Singapore,Woodlands Drive 14,738079,SG,林景小学
education,school,1.4333944,103.797101,Woodlands Ring Primary School,school,11,primary,Singapore,Woodlands Ring Road,738240,SG,辅廉小学
education,school,1.4438437,103.8007279,Admiralty Primary School,school,11,primary,Singapore,Woodlands Circle,738907,SG,美雅小学
education,school,1.4526074,103.7930829,,school,,,,,,,
education,school,1.4438892,103.7938877,Evergreen Primary School,school,31,primary,Singapore,Woodlands Circle,738908,SG,永青小学
education,school,1.4335016,103.7851598,Si Ling Primary School,school,61,primary,Singapore,Woodlands Avenue 1,739067,SG,士林小学
education,school,1.4312789,103.7767697,Fuchun Secondary School,school,,,,,,,
education,school,1.4312932,103.7778243,Fuchun Primary School,school,23,primary,Singapore,Woodlands Avenue 1,739063,SG,福春小学
education,school,1.4290187,103.791704,Innova Primary School,school,80,primary,Singapore,Woodlands Drive 17,737888,SG,星烁小学
education,school,1.4290777,103.7871711,Singapore Sports School,school,1,sports,Singapore,Champions Way,737913,SG,
education,school,1.4275013,103.792691,Christ Church Secondary School,school,20,secondary,Singapore,Woodlands Drive 17,737924,SG,基督堂中学
education,school,1.4456634,103.7741376,Siling Secondary School,school,11,secondary,Singapore,Marsiling Lane,739148,SG,士林中学
education,school,1.4410037,103.7738395,Woodlands Secondary School,school,11,secondary,Singapore,Marsiling Road,739111,SG,辅仁中学
education,school,1.4385328,103.7765182,Marsiling Secondary School,school,12,secondary,Singapore,Marsiling Road,739110,SG,马西岭中学
education,school,1.437803,103.798072,MINDS Woodlands Garden,school,,,,,,,
education,school,1.4374555,103.7923211,Woodlands Primary School,school,10,primary,Singapore,Woodlands Drive 50,738853,SG,辅仁小学
education,school,1.4401457,103.7886797,Riverside Secondary School,school,3,secondary,Singapore,Woodlands Street 81,738524,SG,立德中学
education,school,1.361002,103.8334198,Ai Tong School,school,100,,,Bright Hill Dr,579646,,
education,school,1.3837361,103.8424146,Presbyterian High School,school,5209,secondary,Singapore,Ang Mo Kio Avenue 6,569845,SG,长老会中学
education,school,1.2963015,103.7930136,Tanglin Trust School,school,95,,Singapore,Portsdown Road,139299,,
education,school,1.3430617,103.7590131,Former Yusof Ishak Secondary School,school,11,secondary,Singapore,Bukit Batok Street 25,658712,SG,尤索夫依萨中学
education,school,1.3461706,103.7566646,Keming Primary School,school,90,primary,Singapore,Bukit Batok East Avenue 6,659762,SG,克明小学
education,school,1.3464705,103.7529283,Bukit View Primary School,school,18,primary,Singapore,Bukit Batok Street 21,659634,SG,百德小学
education,school,1.3463881,103.7513818,Bukit View Secondary School,school,16,secondary,Singapore,Bukit Batok Street 21,659633,SG,百德中学
education,school,1.3475195,103.7680631,Child Development Centre – Bukit Batok,school,21,,,Bukit Batok East Avenue 6,659759,,
education,school,1.3496567,103.7397711,Bukit Batok Secondary School,school,50,secondary,Singapore,Bukit Batok West Avenue 8,658962,SG,武吉巴督中学
education,school,1.3486683,103.7415808,Princess Elizabeth Primary School,school,30,primary,,Bukit Batok West Avenue 3,659163,,伊丽沙白公主小学
education,school,1.3546055,103.7533278,Lian Hua Primary School,school,2,primary,,Bukit Batok Street 52,659243,,联华小学
education,school,1.3595243,103.746906,Dazhong Primary School,school,35,primary,,Bukit Batok Street 31,659441,,大众小学
education,school,1.3155295,103.76385,Clementi Primary School,school,8,primary,Singapore,Clementi Avenue 3,129903,SG,锦明小学
education,school,1.4577466,103.8143369,Northoarks Primary School,school,61,primary,Singapore,Sembawang Drive,757622,SG,德林小学
education,school,1.4395592,103.8243895,Star Learners Childcare Centre,school,587,,,Sembawang Place,758440,,
education,school,1.3051448,103.8575694,Madrassah Aljunied Al Islamiah,school,,,,,,,
education,school,1.3693787,103.8365763,Mayflower Secondary School,school,2,secondary,Singapore,Ang Mo Kio Street 21,569384,SG,美华中学
education,school,1.3409791,103.8552603,First Toa Payoh Primary School,school,7,primary,Singapore,Lorong 8 Toa Payoh,319252,SG,大智小学
education,school,1.3379464,103.8556587,Pei Chun Public School,school,16,primary,Singapore,Lorong 7 Toa Payoh,319320,SG,公立培群学校
education,school,1.3324968,103.8416809,CHIJ (Toa Payoh) Primary School,school,628,primary,Singapore,Lorong 1 Toa Payoh,319765,SG,圣婴女子小学(大巴窑)
education,school,1.3380088,103.8475363,Kheng Cheng School,school,15,primary,,Lorong 3 Toa Payoh,319580,,擎青学校
education,school,1.3757526,103.9449656,Elias Park Primary School,school,11,primary,Singapore,Pasir Ris Street 52,828869,SG,伊莱雅园小学
education,school,1.3691499,103.9506026,Coral Primary School,school,20,primary,Singapore,Pasir Ris Street 51,518902,SG,云海小学
education,school,1.3685006,103.94875,Meridian Secondary School,school,31,primary,Singapore,Pasir Ris Street 51,518901,SG,雲海中学
education,school,1.3673838,103.9566813,Loyang View Secondary School,school,12,secondary,Singapore,Pasir Ris Street 11,519073,SG,洛阳中学
education,school,1.2764731,103.8393182,Cantonment Primary School,school,1,primary,Singapore,Cantonment Close,088256,SG,康达小学
education,school,1.2873332,103.8374171,Outram Secondary School,school,3,secondary,Singapore,York Hill,168622,SG,欧南中学
education,school,1.2756954,103.8274594,CHIJ (Kellock) Primary School,school,1,primary,Singapore,Bukit Teresa Road,099757,SG,圣婴女校(客洛)
education,school,1.2750509,103.8210952,CHIJ St. Theresa's Convent,school,160,secondary,Singapore,Lower Delta Road,099138,SG,圣婴德兰女校
education,school,1.2859951,103.8143326,Gan Eng Seng Primary School,school,100,primary,Singapore,Redhill Close,158901,SG,颜永成小学
education,school,1.285989,103.8192834,Henderson Secondary School,school,100,secondary,Singapore,Henderson Road,159544,SG,达善中学
education,school,1.284887,103.8254231,Zhangde Primary School,school,51,primary,Singapore,Jalan Membina,169485,SG,彰德小学
education,school,1.4364005,103.828968,Ahmad Ibrahim Secondary School,school,751,secondary,Singapore,Yishun Avenue 6,768928,SG,伊欣中学
education,school,1.434529,103.8323798,Ahmad Ibrahim Primary School,school,10,primary,Singapore,Yishun Street 11,768643,SG,依布拉欣小学
education,school,1.4342018,103.8332891,Yishun Primary School,school,500,primary,Singapore,Yishun Ring Road,768679,SG,义顺小学
education,school,1.4286862,103.8295547,Yishun Secondary School,school,4,secondary,Singapore,Yishun Street 71,768516,SG,义顺中学
education,school,1.4288873,103.8298505,Jiemin Primary School,school,2,primary,Singapore,Yishun Street 71,737888,SG,介民小学
education,school,1.2885004,103.8092476,,school,,,,,,,
education,school,1.2884514,103.8233704,Gan Eng Seng School,school,1,secondary,Singapore,Henderson Road,159561,SG,颜永成学校
education,school,1.2890293,103.822105,Ascensia Academy,school,106A,,Singapore,Henderson Crescent,151106,SG,爱信国际学院
education,school,1.289575,103.8200672,Tanglin School,school,143,,Singapore,Alexandra Road,159924,,
education,school,1.2774613,103.8092779,Blangah Rise Primary School,school,91,primary,Singapore,Telok Blangah Heights,109100,SG,布兰雅坡小学
education,school,1.301032,103.7840846,Fairfield Methodist Primary School,school,100,primary,Singapore,Dover Road,139648,SG,花菲卫理小学
education,school,1.3027359,103.7841053,Fairfield Methodist Secondary School,school,102,secondary,Singapore,Dover Road,139649,SG,花菲卫理中学
education,school,1.3290017,103.8021954,Hwa Chong Institution,school,661,,Singapore,Bukit Timah Road,269734,,
education,school,1.3342932,103.7827605,Methodist Girls' School,school,11,primary;secondary,Singapore,Blackmore Drive,599986,SG,美以美女校
education,school,1.3217455,103.8075545,Nanyang Primary School,school,52,primary,Singapore,King's Road,268097,SG,南洋小学
education,school,1.3327045,103.8050361,National Junior College,school,37,,Singapore,Hillcrest Road,288913,,
education,school,1.3260246,103.8437024,Balestier Hill Primary School,school,565,primary,Singapore,Balestier Road,329927,SG,博理小学
education,school,1.3182571,103.8453859,Saint Joseph's Institution Junior,school,3,primary,Singapore,Essex Road,309331,SG,圣若瑟书院附小
education,school,1.295213,103.8353584,River Valley Primary School,school,2,primary,Singapore,River Valley Green,237993,SG,立化小学
education,school,1.3058069,103.9170538,Ngee Ann Primary School,school,344,primary,Singapore,Marine Terrace,449149,SG,义安小学
education,school,1.308493,103.7982149,Anglo-Chinese School (International),school,61,,Singapore,Jalan Hitam Manis,278475,SG,
education,school,1.3115908,103.786376,,school,,,,,,,
education,school,1.312715,103.7857683,,school,,,,,,,
education,school,1.3017791,103.7993728,,school,121,secondary,Singapore,Queensway,149059,SG,
education,school,1.3156096,103.7625647,Clementi Town Secondary School,school,10,secondary,Singapore,Clementi Avenue 3,129904,SG,锦文中学
education,school,1.307426,103.7689117,NUS High School of Mathematics and Science,school,,,,,,,
education,school,1.3087571,103.7679446,Nan Hua High School,school,41,secondary,Singapore,Clementi Avenue 1,129956,SG,南华中学
education,school,1.3016971,103.7641077,Kent Ridge Secondary School,school,147,secondary,Singapore,West Coast Road,127368,SG,岗丽中学
education,school,1.3009302,103.7685359,The Japanese Primary School,school,95,,Singapore,Clementi Road,129782,SG,
education,school,1.2969841,103.7669559,Waseda Shibuya Senior High School,school,,,,,,,
education,school,1.3009802,103.7689729,,,,,,,,,
education,school,1.3074408,103.7654589,International Community School,school,,,,,,,
education,school,1.3678315,103.7498303,,school,,,,,,,
education,school,1.3767595,103.7517167,ITE College West,school,,,,,,,
education,school,1.3651998,103.7495481,Saint Anthony's Primary School,school,,,,,,,
education,school,1.4320218,103.8388439,Yishun Town Secondary School,school,6,secondary,Singapore,Yishun Street 21,768610,SG,毅道中学
education,school,1.4332268,103.8387679,Xishan Primary School,school,8,primary,Singapore,Yishun Street 21,768611,SG,西山小学
education,school,1.4282894,103.8452278,North View Secondary School,school,530,secondary,Singapore,Yishun Ring Road,768680,SG,德贤中学
education,school,1.4274168,103.8452563,Huamin Primary School,school,21,primary,Singapore,Yishun Avenue 11,768857,SG,华民小学
education,school,1.4282174,103.8479231,North View Primary School,school,210,primary,Singapore,Yishun Avenue 6,545088,SG,德贤小学
education,school,1.420676,103.8456719,Northbrooks Secondary School,school,585,secondary,Singapore,Yishun Ring Road,768692,SG,思源中学
education,school,1.2964584,103.8073341,Queenstown Primary School,school,310,primary,Singapore,Margaret Drive,149303,SG,女皇镇小学
education,school,1.2967626,103.8086711,Rainbow Centre-Margaret Drive School,school,,,,,,,
education,school,1.295431,103.8129092,,school,,,,,,,
education,school,1.3212434,103.8261795,Singapore Chinese Girls' School,school,190,primary;secondary,Singapore,Dunearn Road,309437,SG,新加坡女子学校
education,school,1.4348711,103.7741032,Marsiling Primary School,school,31,primary,Singapore,Woodlands Centre Road,738927,SG,马西岭小学
education,school,1.3287088,103.9006026,Maha Bodhi School,school,10,primary,Singapore,Ubi Avenue 1,408931,SG,菩提学校
education,school,1.3282466,103.9026574,Manjusri Secondary School,school,20,secondary,Singapore,Ubi Avenue 1,408940,SG,文殊中学
education,school,1.3584368,103.9347546,Poi Ching School,school,21,primary,Singapore,Tampines Street 71,529067,SG,培青学校
education,school,1.354193,103.9332771,Junyuan Secondary School,school,11,secondary,Singapore,Tampines Street 84,528933,SG,俊源中学
education,school,1.349035,103.9302614,Springfield Secondary School,school,30,secondary,Singapore,Tampines Avenue 8,529593,SG,泉原中学
education,school,1.3498845,103.9359601,St. Hilda's Primary School,school,2,primary,Singapore,Tampines Avenue 3,529706,,圣希尔达小学
education,school,1.3470464,103.9385251,Junyuan Primary School,school,2,primary,Singapore,Tampines Street 91,528906,SG,俊源小学
education,school,1.3751066,103.8341282,CHIJ St Nicholas Girls' School,school,501,primary;secondary,Singapore,Ang Mo Kio Street 13,569405,,
education,school,1.3078858,103.8299243,,school,,,,,,,
education,school,1.3080574,103.8294697,,school,,,,,,,
education,school,1.3445444,103.7427043,Crest Secondary School,school,561,secondary,Singapore,Jurong East Street 24,609561,SG,裕峰中学
education,school,1.3807132,103.8985017,North Vista Secondary School,school,11,secondary,Singapore,Rivervale Link,545081,SG,德新中学
education,school,1.3048916,103.8613827,,school,,,,,,,
education,school,1.3041077,103.8564858,Stamford Primary School,school,1,primary,Singapore,Victoria Lane,198423,SG,史丹福小学
education,school,1.4247985,103.6161513,Raffles American International School,school,,,,Ledang Height,79200,,
education,school,1.3832582,103.738172,Bukit Panjang Government High School,school,7,secondary,Singapore,Choa Chu Kang Avenue 4,689809,SG,武吉班让政府中学
education,school,1.3813586,103.7359182,Concord Primary School,school,3,primary,Singapore,Choa Chu Kang Avenue 4,689814,SG,克勤小学
education,school,1.4387788,103.6155528,SMK Medini,school,,,Iskandar Puteri,Persiaran Kampus,79200,,美迪尼国中
education,school,1.3246438,103.8616106,Bendemeer Secondary School,school,1,secondary,Singapore,St Wilfred Road,327919,SG,明智中学
education,school,1.3685489,103.8417081,Ang Mo Kio Secondary School,school,6,secondary,Singapore,Ang Mo Kio Street 22,569362,SG,茂桥中学
education,school,1.3651491,103.8577532,Pathlight School Campus 2,school,2,,Singapore,Ang Mo Kio Street 44,569250,SG,
education,school,1.3657901,103.8502341,Teck Ghee Primary School,school,1,primary,Singapore,Ang Mo Kio Street 32,569299,SG,德义小学
education,school,1.3629641,103.8395468,Eunoia Junior College,school,601,,Singapore,Sin Ming Avenue,575734,,
education,school,1.3121358,103.8499178,Farrer Park Primary School,school,2,primary,Singapore,Farrer Park Road,217567,SG,华苑小学
education,school,1.4551562,103.8176435,Endeavour Primary School,school,10,primary,Singapore,Admiralty Link,757521,SG,毅勤小学
education,school,1.3686157,103.9621542,Greenview Secondary School,school,15,secondary,Singapore,Pasir Ris Street 21,518969,SG,青景中学
education,school,1.3717988,103.9623145,Pasir Ris Primary School,school,5,primary,Singapore,Pasir Ris Street 21,518968,SG,思励小学
education,school,1.366422,103.9610821,White Sands Primary School,school,2,primary,Singapore,Pasir Ris Street 11,519075,SG,白沙小学
education,school,1.3733424,103.9564183,Casuarina Primary School,school,30,primary,Singapore,Pasir Ris Street 41,518935,SG,康岭小学
education,school,1.3722675,103.9588055,Pasir Ris Crest Secondary School,school,11,secondary,Singapore,Pasir Ris Street 41,518934,SG,励志中学
education,school,1.3794925,103.9382862,Siglap Secondary School,school,10,secondary,Singapore,Pasir Ris Drive 10,519385,SG,实乞纳中学
education,school,1.3253175,103.9038476,Eunos Primary School,school,95,primary,Singapore,Jalan Eunos,419529,SG,友诺小学
education,school,1.4011643,103.9021897,Edgefield Secondary School,school,36,secondary,Singapore,Punggol Field,828814,SG,
education,school,1.4053105,103.9045015,Punggol View Primary School,school,9,primary,Singapore,Punggol Place,828845,SG,培景小学
education,school,1.4077057,103.898409,Valour Primary School,school,49,,Singapore,Punggol Central,828728,,
education,school,1.3451841,103.8511417,Guangyang Secondary School,school,8,secondary,Singapore,Bishan Street 12,579807,SG,光洋中学
education,school,1.3465371,103.8495946,Guangyang Primary School,school,6,primary,Singapore,Bishan Street 12,579806,SG,光洋小学
education,school,1.3854693,103.7672509,Greenridge Primary School,school,11,primary,Singapore,Jelapang Road,677744,SG,群立小学
education,school,1.3806157,103.7692247,Zhenghua Primary School,school,9,primary,Singapore,Fajar Road,679002,SG,正华小学
education,school,1.3058759,103.9104901,CHIJ (Katong) Primary School,school,17,primary,Singapore,Martia Road,424821,SG,圣婴女校(加东)
education,school,1.3341953,103.94148,St Anthony's Canossian Primary School,school,1602,primary,Singapore,Bedok North Avenue 4,469701,SG,圣安东尼女校(小学)
education,school,1.3192324,103.83607,Anglo-Chinese School (Barker),school,60,secondary,Singapore,Barker Road,309919,SG,英华学校(巴克路)
education,school,1.3881805,103.7645618,Zhenghua Secondary School,school,91,secondary,Singapore,Senja Road,677741,SG,正华中学
education,school,1.4475751,103.801,Riverside Primary School,school,110,primary,Singapore,Woodlands Crescent,737803,SG,立德小学
education,school,1.3728954,103.768882,Bukit Panjang Primary School,school,109,primary,Singapore,Cashew Road,679676,SG,武吉班让小学
education,school,1.3932384,103.8756876,Sengkang Green Primary School,school,15,primary,Singapore,Fernvale Road,797636,SG,康林小学
education,school,1.3777776,103.74099,Chua Chu Kang Primary School,school,20,primary,Singapore,Choa Chu Kang Avenue 2,689905,SG,蔡厝港小学
education,school,1.3841899,103.752731,Chua Chu Kang Secondary School,school,3,secondary,Singapore,Teck Whye Crescent,688845,SG,蔡厝港中学
education,school,1.3824063,103.7462475,South View Primary School,school,,,,,,,
education,school,1.3846021,103.7529051,Teck Whye Primary School,school,11,primary,Singapore,Teck Whye Walk,688261,SG,德惠小学
education,school,1.384346,103.7554385,Teck Whye Secondary School,school,31,secondary,Singapore,Teck Whye Crescent,688848,SG,德惠中学
education,school,1.3943096,103.7435283,De La Salle School,school,11,primary,Singapore,Choa Chu Kang Street 52,689285,SG,德喇撒学校
education,school,1.3938076,103.7462431,Kranji Primary School,school,11,primary,Singapore,Choa Chu Kang Street 54,689189,SG,格致小学
education,school,1.3900183,103.7418781,Kranji Secondary School,school,61,secondary,Singapore,Choa Chu Kang Street 51,689333,SG,科兰芝中学
education,school,1.4034371,103.7475592,Unity Primary School,school,21,primary,Singapore,Choa Chu Kang Cresent,688268,SG,协和小学
education,school,1.4009174,103.7453516,Unity Secondary School,school,20,secondary,Singapore,Choa Chu Kang Street 62,689143,SG,协和中学
education,school,1.3973024,103.7501971,,,,,,,,,
education,school,1.3256084,103.8276425,St. Joseph's Institution,school,38,,Singapore,Malcolm Road,308274,,
education,school,1.3405811,103.8775934,Maris Stella High School,school,25,,Singapore,Mount Vernon Road,368051,,
education,school,1.306256,103.9052226,People's Up,school,143,,Singapore,East Coast Road,428833,SG,
education,school,1.3095774,103.8404043,Anglo-Chinese School (Junior),school,16,primary,Singapore,Winstedt Road,227988,SG,英华学校(附小)
education,school,1.2970535,103.8149002,Avondale Grammar School,school,304,,,Tanglin Road,247972,,
education,school,1.4361311,103.8033928,Spectra Secondary School,school,1,secondary,Singapore,Woodlands Drive 64,737758,SG,云锦中学
education,school,1.3495219,103.8688972,Yangzheng Primary School,school,15,primary,Singapore,Serangoon Avenue 3,556108,SG,养正小学
education,school,1.3900977,103.7657286,West Spring Primary School,school,60,primary,Singapore,Bukit Panjang Ring Road,679946,SG,伟源小学
education,school,1.3478553,103.7177736,,school,,,,,,,
education,school,1.4790386,103.9578269,Sekolah Menengah Kota Masai 2,school,,,,,,,
education,school,1.4792079,103.7477448,Sekolah Jenis Kebangsaan (T) Jalan Yahya Awal,school,,,,,,,
education,school,1.4796144,103.7431694,Sekolah Jenis Kebangsaan (C) Foon Yew 2,school,,,,,,,宽柔华小（二）校
education,school,1.3351041,103.8413355,Saint Joseph's Institution International,school,490,,Singapore,Thomson Road,298191,,
education,school,1.3771692,103.9383575,ParkView Primary School,school,60,primary,Singapore,Pasir Ris Drive 1,519524,SG,百惠小学
education,school,1.4723881,103.7663144,Sekolah Menengah Teknik Tanjung Puteri Johor Bahru,school,,,,,,,
education,school,1.3080627,103.8879061,Broadrick Secondary School,school,61,secondary,Singapore,Dakota Crescent,399935,SG,务立中学
education,school,1.3756218,103.8560202,Holy Innocents' Primary School,school,4300,primary,Singapore,Ang Mo Kio Avenue 5,569869,SG,爱同学校
education,school,1.2916943,103.8234911,Alexandra Primary School,school,2A,primary,Singapore,Prince Charles Crescent,159016,SG,雅德小学
education,school,1.377157,103.8355955,Anderson Primary School,school,6,primary,Singapore,Ang Mo Kio Avenue 2,569948,SG,安德逊小学
education,school,1.369529,103.8401016,Ang Mo Kio Primary School,school,20,primary,Singapore,Ang Mo Kio Avenue 3,569920,SG,茂乔小学
education,school,1.3190798,103.835119,Anglo-Chinese School (Primary),school,50,primary,Singapore,Barker Road,309918,SG,英华学校(小学)
education,school,1.3231682,103.8645559,Bendemeer Primary School,school,91,primary,Singapore,Bendemeer Road,339948,SG,明智小学
education,school,1.3668406,103.766981,CHIJ (Our Lady Queen of Peace) Primary School,school,4,primary,Singapore,Chestnut Drive,679287,SG,圣婴女校(和平之后)
education,school,1.3580664,103.8633567,CHIJ (Our Lady of Good Counsel) Primary School,school,2C,primary,Singapore,Burghley Drive,558979,SG,圣婴女子小学(良言)
education,school,1.32903,103.8887157,,school,107,primary,Singapore,Circuit Road,379481,SG,
education,school,1.3358135,103.8747024,Cedar Primary School,school,15,primary,Singapore,Cedar Avenue,349700,SG,四德小学
education,school,1.3728033,103.8581221,Da Qiao Primary School,school,8,primary,Singapore,Ang Mo Kio Street 54,569185,SG,大侨小学
education,school,1.3361628,103.9204516,Damai Primary School,school,52,primary,Singapore,Bedok Reservoir Crescent,479226,SG,达迈小学
education,school,1.3646291,103.7440287,Dunearn Secondary School,school,21,secondary,Singapore,Bukit Batok West Avenue 2,659204,SG,德能中学
education,school,1.3299048,103.9189995,East Coast Primary School,school,8,primary,Singapore,Chai Chee Lane,469031,SG,东岸小学
education,school,1.3370151,103.7357445,Fuhua Primary School,school,65,primary,Singapore,Jurong East Street 13,609647,SG,辅华小学
education,school,1.357959,103.9483912,Gongshang Primary School,school,1,primary,Singapore,Tampines Street 42,158901,SG,工商小学
