poi_type,lat,lon,addr:street,addr:housenumber,addr:postcode,addr:country
education_school,39.9286702,116.3884132,,,,
education_school,39.9089224,116.2968255,,,,
education_school,39.8339738,116.4373794,,,,
education_school,39.8846262,116.2656907,,,,
education_school,39.921298,116.3540308,,,,
education_school,40.0026883,116.3962492,,,,
education_school,39.8971123,116.3756562,,,,
education_school,39.9349564,116.394054,,,,
education_school,39.8926381,116.2539848,,,,
education_school,39.8976031,116.2052825,,,,
education_school,39.9875257,116.4519487,,,,
education_school,40.0633169,116.1445053,,,,
education_school,39.959879,116.5340502,,,,
education_school,40.1316185,116.4319039,,,,
education_school,39.8483472,116.4747451,,,,
education_school,39.7460132,116.3266775,,,,
education_school,39.891542,116.3312992,,,,
education_school,39.9052186,116.6740505,,,,
education_school,40.1136034,116.6484076,,,,
education_school,39.8857989,116.3105609,,,,
education_school,40.1351141,116.1994656,,,,
education_school,39.901163,116.2095391,,,,
education_school,39.9605207,116.4232788,,,,
education_school,39.9615285,116.4813904,,,,
education_school,39.6893758,116.6909508,,,,
education_school,39.9769933,116.3389605,,,,
education_school,40.0808873,116.3110205,,,,
education_school,39.8996632,116.224543,,,,
education_school,39.8791934,116.4167239,,,,
education_school,39.9928748,116.3353756,,,,
education_school,39.9956331,116.3697795,,,,
education_school,40.0555963,116.5601601,,,,
education_school,39.7191126,116.3134323,,,,
education_school,39.8873908,116.3057933,,,,
education_school,40.0658885,116.3152108,,,,
education_school,40.0758917,116.1661819,,,,
education_school,39.719309,116.2717055,,,,
education_school,39.9086757,116.7212814,,,,
education_school,39.9988481,116.4699225,,,,
education_school,39.9557163,116.4083905,,,,
education_school,40.0282208,116.3178424,,,,
education_school,39.9385009,116.4495305,,,,
education_school,39.9360907,116.1326739,,,,
education_school,39.8856703,116.3395803,,,,
education_school,40.0389296,116.4197733,,,,
education_school,39.9539091,116.4489374,,,,
education_school,40.0405133,116.1688373,,,,
education_school,39.7471208,116.289893,,,,
education_school,39.8633446,116.2904128,,,,
education_school,39.9760785,116.5842144,,,,
education_school,39.897121,116.2198921,,,,
education_school,39.9231237,116.4901674,,,,
education_school,39.9538832,116.5558368,,,,
education_school,39.9595239,116.4037635,,,,
education_school,39.7497132,116.3352014,,,,
education_school,39.9319334,116.1507328,,,,
education_school,39.6857584,116.4108292,,,,
education_school,39.9367898,116.3691771,,,,
education_school,39.890904,116.3222442,,,,
education_school,40.0303354,116.4873044,,,,
education_school,39.8162466,116.3288291,,,,
education_school,39.964812,116.3710834,,,,
education_school,39.8902655,116.404497,,,,
education_school,39.8006535,116.1458941,,,,
education_school,40.1164701,116.2581141,,,,
education_school,40.0491265,116.5922645,,,,
education_school,39.8595239,116.4283064,,,,
education_school,39.8854278,116.4260781,,,,
education_school,39.8819597,116.3343016,,,,
education_school,39.7971104,116.3666012,,,,
education_school,39.9355552,116.3407307,,,,
education_school,39.8429242,116.4508172,,,,
education_school,39.9303959,116.3130812,,,,
education_school,39.7321743,116.3307976,,,,
education_school,39.9664398,116.3926003,,,,
education_school,39.9843737,116.4310798,,,,
education_school,40.038506,116.3385195,,,,
education_school,39.9876209,116.2009347,,,,
education_school,39.906641,116.6462286,,,,
education_school,40.0698987,116.4045988,,,,
education_school,39.9112508,116.6917546,,,,
education_school,39.8481613,116.4112224,,,,
education_school,39.9779324,116.318995,,,,
education_school,39.9893311,116.3271566,,,,
education_school,39.839273,116.4224142,石榴园四街,1,,
education_school,39.9307566,116.3544378,,,,
education_school,40.0834173,116.2467365,,,,
education_school,39.7651057,116.5033995,,,,
education_school,40.0168239,116.3116408,,,,
education_school,39.9646649,116.3220975,,,,
education_school,40.0154894,116.5397294,,,,
education_school,39.9225086,116.6091804,,,,
education_school,39.9929593,116.4532934,,,,
education_school,39.8394161,116.3107606,,,,
education_school,39.8706256,116.6623148,,,,
education_school,39.9528102,116.2328952,,,,
education_school,39.9986462,116.3559231,,,,
education_school,39.883463,116.3539392,,,,
education_school,39.9262421,116.3644904,,,,
education_school,39.9341659,116.3135986,,,,
education_school,40.1050803,116.1085174,,,,
education_school,39.7958384,116.4727551,,,,
education_school,39.8874332,116.6597357,,,,
education_school,39.8597698,116.2795793,,,,
education_school,39.9631827,116.3915779,,,,
education_school,39.9195672,116.4085361,,,,
education_school,40.1060589,116.3272492,,,,
education_school,40.0221284,116.5012282,,,,
education_school,39.9623531,116.3437677,,,,
education_school,39.8633812,116.3538692,,,,
education_school,39.8592215,116.3986815,,,,
education_school,39.9252358,116.4506739,,,,
education_school,39.9441084,116.425942,,,,
education_school,40.0475805,116.4316186,,,,
education_school,40.1195325,116.4234683,,,,
education_school,40.0623003,116.5668041,,,,
education_school,39.965552,116.3047642,,,,
education_school,39.8802034,116.4426458,,,,
education_school,39.9049722,116.343373,,,,
education_school,39.8860479,116.4510978,,,,
education_school,39.9649799,116.3780894,,,,
education_school,39.9392372,116.3949066,,,,
education_school,39.9431842,116.4476507,,,,
education_school,39.9403995,116.0857511,,,,
education_school,39.9960227,116.3784978,,,,
education_school,39.9290684,116.4494087,,,,
education_school,40.0146793,116.5498285,,,,
education_school,39.8883667,116.4521474,,,,
education_school,39.9248672,116.3244541,,,,
education_school,39.9692517,116.3274471,,,,
education_school,39.9179366,116.4748594,,,,
education_school,40.0995528,116.3287312,,,,
education_school,39.8289702,116.4529189,,,,
education_school,39.8831502,116.348494,,,,
education_school,39.985527,116.2948685,,,,
education_school,39.9540672,116.3469369,,,,
education_school,39.8926089,116.2760857,,,,
education_school,39.8864326,116.3481169,,,,
education_school,39.9278737,116.4707862,,,,
education_school,40.0575986,116.3120111,,,,
education_school,39.990477,116.3373324,,,,
education_school,39.7398657,116.3286717,,,,
education_school,40.029921,116.2784865,,,,
education_school,39.8868592,116.3861346,,,,
education_school,40.0064264,116.4583045,,,,
education_school,39.9945275,116.3113736,,,,
education_school,39.9006678,116.0964628,,,,
education_school,39.9341602,116.0827926,,,,
education_school,39.8705339,116.3356253,,,,
education_school,40.0015114,116.0943734,,,,
education_school,40.1529778,116.5455667,,,,
education_school,39.9651076,116.4154358,,,,
education_school,39.9609626,116.3559743,,,,
education_school,39.9298921,116.3680855,,,,
education_school,39.9794338,116.5866893,,,,
education_school,39.8847677,116.3242339,,,,
education_school,39.9346253,116.3840971,,,,
education_school,39.9032478,116.435363,,,,
education_school,39.9023893,116.6425445,新仓路,29,,
education_school,39.7142274,116.1466003,,,,
education_school,39.7782483,116.4297213,,,,
education_school,39.7560381,116.4344539,,,,
education_school,39.9180001,116.4088391,,,,
education_school,39.7557909,116.4331878,,,,
education_school,39.9699348,116.3446958,,,,
education_school,40.0719798,116.1513955,,,,
education_school,39.8141435,116.6312201,,,,
education_school,39.9700155,116.3698832,,,,
education_school,39.8791753,116.3646555,,,,
education_school,39.8637007,116.4036616,,,,
education_school,39.9864878,116.3103413,中关村北大街,164,,
education_school,40.127034,116.651768,,,,
education_school,39.9030594,116.3431444,,,,
education_school,39.8811413,116.3595039,,,,
education_school,39.7546679,116.3264392,,,,
education_school,40.1165827,116.4546661,,,,
education_school,40.0621963,116.5347682,,,,
education_school,39.7554022,116.3138807,,,,
education_school,39.973737,116.4687572,,,,
education_school,39.8304149,116.4020163,,,,
education_school,39.9439258,116.4080852,,,,
education_school,39.9714327,116.3911832,,,,
education_school,39.898377,116.3959004,,,,
education_school,39.9327377,116.4972968,,,,
education_school,39.9622399,116.592287,,,,
education_school,39.8023004,116.591107,,,,
education_school,39.8910278,116.425241,,,,
education_school,39.9302169,116.476037,,,,
education_school,39.9124657,116.4788733,,,,
education_school,39.7383803,116.3153556,,,,
education_school,39.9207718,116.3433887,,,,
education_school,39.9354399,116.4153773,,,,
education_school,39.9015319,116.6589162,西顺城街,甲32,,
education_school,39.9653591,116.4908708,,,,
education_school,39.9550587,116.3839878,,,,
education_school,39.9212583,116.4218241,,,,
education_school,39.9988297,116.3975367,,,,
education_school,40.0811053,116.512623,,,,
education_school,39.7956752,116.4188293,,,,
education_school,39.9022123,116.5751828,,,,
education_school,40.1067865,116.2327248,,,,
education_school,39.897367,116.2129493,,,,
education_school,40.104884,116.1102066,,,,
education_school,39.8871634,116.474924,,,,
education_school,39.88484,116.515808,,,,
education_school,39.9986419,116.3947096,,,,
education_school,39.7274701,116.0869976,,,,
education_school,39.8765112,116.221048,,,,
education_school,39.8628485,116.4120518,,,,
education_school,39.8890556,116.4401296,,,,
education_school,39.9869794,116.4653202,,,,
education_school,39.8018446,116.2826698,,,,
education_school,39.9072722,116.6637738,,,,
education_school,39.8925014,116.3397295,,,,
education_school,39.8792383,116.4589933,,,,
education_school,39.9552798,116.5751784,,,,
education_school,39.9061626,116.6462742,新华西街,16,,
education_school,39.7672733,116.3109,,,,
education_school,39.9235649,116.5038103,,,,
education_school,39.9125536,116.1841409,,,,
education_school,39.9272321,116.2934419,,,,
education_school,39.9311834,116.4761388,,,,
education_school,39.8430494,116.3178949,,,,
education_school,39.8967216,116.4222097,,,,
education_school,40.1214453,116.6531733,,,,
education_school,39.9670961,116.2708467,蓝靛厂路,,100097,
education_school,39.8979606,116.3067533,,,,
education_school,39.8356487,116.2926854,,,,
education_school,39.9092975,116.4990565,,,,
education_school,39.9100765,116.445525,,,,
education_school,39.8471091,116.42004,,,,
education_school,39.9651838,116.5778688,,,,
education_school,39.9411606,116.3559044,,,,
education_school,39.926021,116.5185466,,,,
education_school,39.8290972,116.3324032,,,,
education_school,39.9767367,116.4345154,,,,
education_school,39.9402496,116.2458001,,,,
education_school,40.1692033,116.1884394,,,,
education_school,39.9449543,116.2838461,,,,
education_school,40.0940353,116.2422752,,,,
education_school,39.8174675,116.1902326,,,,
education_school,39.911344,116.4823135,,,,
education_school,39.9149223,116.4184526,,,,
education_school,39.8475364,116.4758679,,,,
education_school,39.8798396,116.3170036,,,,
education_school,39.7280802,116.5493361,,,,
education_school,39.8724786,116.5464501,,,,
education_school,39.8651134,116.3867755,,,,
education_school,39.9012488,116.4137644,,,,
education_school,39.9111997,116.6869401,,,,
education_school,39.8617281,116.4171708,,,,
education_school,40.03195,116.3624944,,,,
education_school,39.9965693,116.3403203,学院路丁11号院,,,
education_school,40.1747119,116.4301012,,,,
education_school,39.9943697,116.3177008,,,,
education_school,39.8792782,116.363861,,,,
education_school,40.1257236,116.1967198,,,,
education_school,39.9661309,116.5512543,,,,
education_school,39.9279261,116.1547327,,,,
education_school,39.9484687,116.5316714,,,,
education_school,40.0672391,116.4188914,,,,
education_school,39.8993246,116.1342571,,,,
education_school,39.9378025,116.6851373,,,,
education_school,39.9901163,116.4276763,,,,
education_school,39.9284018,116.1631688,,,,
education_school,39.9052306,116.1937572,,,,
education_school,40.0627454,116.2469073,,,,
education_school,39.8403769,116.4559525,,,,
education_school,40.0255688,116.4060688,,,,
education_school,39.9423217,116.6866921,,,,
education_school,39.9863872,116.4559257,,,,
education_school,39.9812959,116.460471,,,,
education_school,39.8735397,116.3982168,,,,
education_school,39.8978227,116.3832823,,,,
education_school,39.9358065,116.4411269,,,,
education_school,39.7371457,116.3511875,,,,
education_school,39.8956706,116.4315241,,,,
education_school,39.9266274,116.3016184,,,,
education_school,39.8956361,116.5706121,,,,
education_school,40.0171868,116.3197707,,,,
education_school,39.7468912,116.3087288,,,,
education_school,39.9323293,116.4908671,,,,
education_school,39.9726252,116.4452556,,,,
education_school,39.9640178,116.2400886,,,,
education_school,39.9087993,116.0983271,,,,
education_school,39.9288929,116.1859641,苹果园南路,,,
education_school,39.8857686,116.2549278,,,,
education_school,39.9146579,116.364083,,,,
education_school,39.8420082,116.3091989,,,,
education_school,39.8767491,116.2893622,,,,
education_school,39.8948915,116.4409992,,,,
education_school,39.8063683,116.5859389,,,,
education_school,39.9321891,116.2659029,,,,
education_school,40.1348949,116.6235144,,,,
education_school,39.789761,116.3667441,,,,
education_school,39.9815313,116.0802737,,,,
education_school,39.9011847,116.3217422,,,,
education_school,39.8653097,116.2653716,,,,
education_school,39.9234016,116.4669669,,,,
education_school,40.0157463,116.3088683,,,,
education_school,39.8663777,116.4301489,,,,
education_school,40.0770763,116.5161045,,,,
education_school,39.937305,116.3887328,,,,
education_school,39.9227436,116.4985061,,,,
education_school,40.0614576,116.3061503,,,,
education_school,40.069856,116.4043429,,,,
education_school,39.8503001,116.1904597,,,,
education_school,39.7541617,116.533126,,,,
education_school,40.0830884,116.3442567,,,,
education_school,39.7335927,116.3266343,,,,
education_school,40.0226538,116.2693335,,,,
education_school,39.9028171,116.4134702,,,,
education_school,39.8371684,116.2626189,,,,
education_school,39.973203,116.3527912,,,,
education_school,39.927528,116.3621401,,,,
education_school,39.8589209,116.3815231,,,,
education_school,40.1043297,116.1113121,,,,
education_school,39.8067472,116.440584,,,,
education_school,39.8416645,116.2772709,,,,
education_school,39.9545319,116.2527437,,,,
education_school,39.9246605,116.5058472,,,,
education_school,39.8993742,116.1408315,,,,
education_school,40.1748321,116.6630028,,,,
education_school,39.9618551,116.355785,,,,
education_school,40.0463072,116.2318846,,,,
education_school,39.971406,116.4789409,,,,
education_school,39.8092033,116.2098794,,,,
education_school,39.9948005,116.4538991,南湖中园,315号,100101,
education_school,39.8528369,116.7120423,,,,
education_school,39.9764895,116.3140451,,,,
education_school,40.0293767,116.3239607,,,,
education_school,39.8760515,116.37087,,,,
education_school,40.1503837,116.5433178,,,,
education_school,39.9280354,116.5950117,,,,
education_school,39.9540493,116.3683631,,,,
education_school,39.7904893,116.2989395,,,,
education_school,39.8620896,116.6554426,,,,
education_school,39.764296,116.5016335,,,,
education_school,39.91432,116.6473813,,,,
education_school,39.8991173,116.250275,玉泉路,66,100039,
education_school,39.9790076,116.3674632,,,,
education_school,40.001764,116.409996,,,,
education_school,39.8968409,116.6030758,,,,
education_school,39.963658,116.3076626,,,,
education_school,39.7406066,116.3355626,,,,
education_school,39.9734029,116.4147901,,,,
education_school,39.8771703,116.4466116,,,,
education_school,39.9281179,116.4916378,,,,
education_school,39.7718427,116.3319199,,,,
education_school,39.8556081,116.4371035,,,,
education_school,39.8888055,116.4404855,,,,
education_school,39.9101259,116.3715609,,,,
education_school,39.6874172,116.3684025,,,,
education_school,39.7128868,116.0960628,,,,
education_school,39.9375296,116.3832826,,,,
education_school,39.975694,116.2962514,,,,
education_school,39.7012072,116.291287,,,,
education_school,40.0333033,116.2343008,,,,
education_school,39.9647287,116.4454513,,,,
education_school,39.8961295,116.4392166,,,,
education_school,39.8139451,116.4030321,,,,
education_school,39.8592907,116.556192,,,,
education_school,39.9249593,116.3600444,,,,
education_school,39.8535694,116.1710777,,,,
education_school,39.8034226,116.5808275,,,,
education_school,39.7631752,116.1559765,,,,
education_school,39.9956671,116.3605392,,,,
education_school,39.9074775,116.2104413,,,,
education_school,39.9878385,116.1993618,,,,
education_school,39.9569565,116.4131859,,,,
education_school,39.851767,116.5865278,,,,
education_school,39.7367395,116.1400767,,,,
education_school,39.9346567,116.2583556,,,,
education_school,39.8731275,116.5045623,,,,
education_school,39.7507308,116.3578561,,,,
education_school,39.7573217,116.484681,,,,
education_school,39.9126645,116.2935128,,,,
education_school,39.906045,116.6708096,,,,
education_school,40.0281756,116.3513989,,,,
education_school,39.9384002,116.3792486,,,,
education_school,39.7321661,116.3316873,,,,
education_school,39.8499167,116.3691365,,,,
education_school,40.1065775,116.3847427,,,,
education_school,40.002423,116.4685104,,,,
education_school,39.9520651,116.3416302,,,,
education_school,39.935833,116.3555544,,,,
education_school,39.9889716,116.4048692,,,,
education_school,39.9693406,116.2229964,,,,
education_school,39.8721294,116.6692623,,,,
education_school,39.9256942,116.4631961,,,,
education_school,39.9000588,116.6340369,,,,
education_school,39.8185669,116.2003494,,,,
education_school,39.9121275,116.6151031,朝阳路天成桥,甲1号,,
education_school,39.9333616,116.3228774,,,,
education_school,39.764448,116.3218528,,,,
education_school,39.8916349,116.1709436,,,,
education_school,39.9101489,116.3065513,,,,
education_school,39.9176359,116.6853259,,,,
education_school,39.9112214,116.5572403,,,,
education_school,39.9133279,116.6107272,,,,
education_school,40.0318135,116.3546714,,,,
education_school,39.8381903,116.2980668,,,,
education_school,39.8848251,116.751767,,,,
education_school,39.7340747,116.1304784,城隍庙街,106号,102488,
education_school,39.9423934,116.4495108,,,,
education_school,40.0810254,116.1493099,,,,
education_school,39.9650124,116.2709754,蓝靛厂路,,100097,
education_school,39.9046658,116.4477962,,,,
education_school,39.9284968,116.4060305,,,,
education_school,40.016307,116.2580757,,,,
education_school,39.9192388,116.223466,,,,
education_school,40.074687,116.3283663,,,,
education_school,40.0459516,116.415616,,,,
education_school,39.8902559,116.3759589,,,,
education_school,39.8317181,116.3329097,,,,
education_school,39.8539979,116.2801981,,,,
education_school,39.740355,116.3371216,,,,
education_school,39.9710315,116.3991936,,,,
education_school,39.8951381,116.4790686,,,,
education_school,39.9529747,116.3357018,,,,
education_school,39.8383888,116.388405,,,,
education_school,39.9193172,116.4187153,,,,
education_school,39.994733,116.313674,,,,
education_school,39.9022572,116.4060653,,,,
education_school,40.0746493,116.1618556,,,,
education_school,39.8409906,116.4028618,,,,
education_school,39.9113708,116.4173449,,,,
education_school,40.0763145,116.3436207,,,,
education_school,40.1183879,116.6673505,,,,
education_school,39.8875957,116.1000076,,,,
education_school,39.9283244,116.4029029,,,,
education_school,39.9987598,116.3743884,,,,
education_school,39.8672767,116.4039087,,,,
education_school,40.0109575,116.3176322,,,,
education_school,39.9654273,116.3807358,,,,
education_school,39.9403589,116.3740013,,,,
education_school,40.0629402,116.2678217,,,,
education_school,39.966428,116.5490569,,,,
education_school,39.9523945,116.5467792,,,,
education_school,39.8971814,116.4667816,,,,
education_school,39.9498068,116.4207814,,,,
education_school,39.8518913,116.4995893,,,,
education_school,39.9844003,116.5762506,,,,
education_school,39.8833897,116.2834654,,,,
education_school,39.9172817,116.3840836,,,,
education_school,39.9040063,116.3607758,,,,
education_school,39.8930463,116.6775935,玉桥东路,1,,
education_school,39.9168753,116.1102316,,,,
education_school,39.9666715,116.4971082,,,,
education_school,40.0397467,116.3306016,,,,
education_school,39.8023833,116.4476341,,,,
education_school,39.8558412,116.4743052,,,,
education_school,40.0973368,116.5230396,,,,
education_school,39.8354639,116.3592506,,,,
education_school,40.019828,116.5446958,,,,
education_school,39.8913771,116.3321678,,,,
education_school,40.0698718,116.2641466,,,,
education_school,39.9466245,116.3852961,,,,
education_school,39.9341595,116.3108158,,,,
education_school,39.9121893,116.3414116,,,,
education_school,39.894275,116.6259919,杨庄路,,,
education_school,39.9764494,116.3026921,,,,
education_school,39.9087208,116.2647836,,,,
education_school,39.8767425,116.3119134,,,,
education_school,39.9125741,116.3597,,,,
education_school,39.9207556,116.2010295,,,,
education_school,39.8573924,116.3851915,,,,
education_school,39.8336357,116.2548042,,,,
education_school,39.9289669,116.2837013,,,,
education_school,39.9735628,116.4397841,,,,
education_school,39.8670309,116.4261466,,,,
education_school,39.8627913,116.3916415,,,,
education_school,39.9200839,116.2505832,,,,
education_school,39.940439,116.410796,,,,
education_school,40.1269692,116.2739695,,,,
education_school,39.848245,116.272695,,,,
education_school,39.9054623,116.6547024,新街下坡,11,,
education_school,39.9018761,116.7016541,,,,
education_school,39.9386847,116.4139864,,,,
education_school,39.8124482,116.1036001,,,,
education_school,39.9348855,116.5065551,,,,
education_school,39.9304486,116.3585205,,,,
education_school,39.8343114,116.4519909,,,,
education_school,40.06863,116.3228743,,,,
education_school,39.8937425,116.6862626,运河西大街,,,
education_school,39.9618533,116.290274,,,,
education_school,40.0470124,116.2614204,,,,
education_school,40.0612441,116.3980575,,,,
education_school,39.957438,116.2714522,,,,
education_school,40.0773409,116.2904596,,,,
education_school,39.7215631,116.1845429,,,,
education_school,39.9369464,116.3988119,,,,
education_school,40.0698826,116.4043388,,,,
education_school,39.9419372,116.4041927,,,,
education_school,39.9354405,116.432777,,,,
education_school,39.934669,116.3622821,,,,
education_school,39.9308753,116.3596397,,,,
education_school,39.96003,116.3765349,,,,
education_school,39.918785,116.4584384,,,,
education_school,39.9281119,116.3869131,,,,
education_school,40.1343707,116.2186025,,,,
education_school,39.8570534,116.4994015,,,,
education_school,39.8926558,116.6668671,运河西大街,107,,
education_school,39.8303342,116.1884793,,,,
education_school,39.8989303,116.2742252,,,,
education_school,39.8730671,116.6954982,,,,
education_school,40.0440641,116.4328497,,,,
education_school,39.9464824,116.2210693,,,,
education_school,39.9617037,116.3571763,,,,
education_school,40.0286663,116.5175149,香江大道,1,,
education_school,39.898563,116.230343,,,,
education_school,39.8414923,116.3839281,,,,
education_school,39.9511645,116.3060435,,,,
education_school,39.9163214,116.3756425,,,,
education_school,39.7295089,116.1380226,,,,
education_school,39.6907032,116.5820411,,,,
education_school,39.8391763,116.3085925,,,,
education_school,39.9704058,116.0832007,,,,
education_school,40.0526772,116.4261698,,,,
education_school,39.9372055,116.4892817,,,,
education_school,39.850224,116.3206256,,,,
education_school,39.9689126,116.0817519,,,,
education_school,39.7778052,116.3727983,,,,
education_school,39.7777306,116.4298063,,,,
education_school,39.7348497,116.2855841,,,,
education_school,39.9348588,116.4415628,,,,
education_school,39.9748348,116.2972835,苏州街,29,100080,
education_school,39.7517097,116.3199354,,,,
education_school,40.1043667,116.3859886,,,,
education_school,39.8579524,116.5587455,,,,
education_school,39.9268955,116.4508695,,,,
education_school,39.9556724,116.3917392,,,,
education_school,39.9829716,116.3156448,,,,
education_school,40.0874705,116.346212,,,,
education_school,39.8631802,116.4311624,,,,
education_school,39.9491721,116.2951417,,,,
education_school,39.8880762,116.3876427,,,,
education_school,39.7597152,116.2028041,,,,
education_school,40.0790088,116.3609236,,,,
education_school,39.7423751,116.280527,,,,
education_school,40.0413803,116.4900959,,,,
education_school,39.8609515,116.4063845,,,,
education_school,39.7322492,116.3341983,,,,
education_school,39.9355256,116.2767815,,,,
education_school,39.8855339,116.4361844,,,,
education_school,39.9800528,116.3557724,,,,
education_school,39.9712495,116.4807162,,,,
education_school,40.1450949,116.1394612,,,,
education_school,40.0296691,116.2714312,,,,
education_school,39.9546655,116.4309382,,,,
education_school,39.8814279,116.4151076,,,,
education_school,39.9413816,116.3852654,,,,
education_school,39.8009298,116.4402743,,,,
education_school,39.9106474,116.355059,,,,
education_school,39.746876,116.7574301,,,,
education_school,40.0155864,116.3150118,,,,
education_school,39.8936511,116.416195,,,,
education_school,39.8939174,116.4941906,,,,
education_school,39.9635797,116.4027922,,,,
education_school,39.9417944,116.2641716,,,,
education_school,39.8863152,116.3569088,,,,
education_school,39.8631219,116.3760587,,,,
education_school,39.8998405,116.646899,,,,
education_school,39.8787796,116.4417622,,,,
education_school,39.7247565,116.1177057,,,,
education_school,40.0035324,116.3417588,,,,
education_school,39.9008021,116.3519574,,,,
education_school,39.9460481,116.4659305,,,,
education_school,40.0083142,116.2451029,,,,
education_school,39.9698729,116.296523,,,,
education_school,40.0661859,116.1712088,,,,
education_school,39.7403675,116.284764,,,,
education_school,39.8718345,116.6074946,,,,
education_school,39.9432961,116.5088433,,,,
education_school,39.7555882,116.5456026,,,,
education_school,39.9592255,116.3307165,,,,
education_school,39.9520651,116.3769166,,,,
education_school,39.8764232,116.3685378,,,,
education_school,39.8960446,116.3757216,,,,
education_school,39.9271886,116.3680119,,,,
education_school,39.9783707,116.3569465,,,,
education_school,39.9692257,116.327451,,,,
education_school,39.8994321,116.2923963,,,,
education_school,40.0035352,116.2555536,,,,
education_school,39.882543,116.3273867,,,,
education_school,39.9448813,116.1659485,,,,
education_school,39.9201302,116.5804301,,,,
education_school,39.820225,116.5129665,,,,
education_school,39.7401322,116.142303,,,,
education_school,39.9027177,116.3655265,,,,
education_school,39.9151517,116.5858565,,,,
education_school,40.1291911,116.6511772,,,,
education_school,39.9515733,116.1078053,,,,
education_school,39.9287707,116.3463766,,,,
education_school,39.8892042,116.3974918,金鱼池西街,1,100050,
education_school,39.876263,116.3869787,,,,
education_school,39.7287224,116.3294885,,,,
education_school,39.8914123,116.2271671,,,,
education_school,39.9381664,116.1636739,,,,
education_school,39.8359958,116.39689,,,,
education_school,39.9407292,116.29445,,,,
education_school,39.93758,116.395514,,,,
education_school,39.850523,116.3296124,,,,
education_school,39.849835,116.6999275,,,,
education_school,39.794941,116.6696347,,,,
education_school,39.8467454,116.4121938,,,,
education_school,39.923288,116.4790415,,,,
education_school,39.9129666,116.1068305,,,,
education_school,39.9734235,116.3217362,,,,
education_school,39.8514026,116.277797,,,,
education_school,39.8943482,116.3844489,,,,
education_school,39.9682039,116.3694102,,,,
education_school,39.7587154,116.3046613,,,,
education_school,39.8855704,116.4510905,,,,
education_school,39.8743704,116.362755,,,,
education_school,39.905015,116.4418288,,,,
education_school,39.9175054,116.2484044,,,,
education_school,39.9281102,116.3562802,,,,
